transponder_id,loop,utcTimestamp,utcTime,lapTime,lapSpeed,maxSpeed,cameraPreset,cameraPan,cameraTilt,cameraZoom,eventName,recSegmentId,trackedRider
GR11874,L07,1739548871.228,2025-02-14 16:01:11.228000,0.0,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L06,1739548872.685,2025-02-14 16:01:12.685000,1.457,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L07,1739548882.079,2025-02-14 16:01:22.079000,10.851,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L01,1739548884.217,2025-02-14 16:01:24.217000,12.989,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L02,1739548888.066,2025-02-14 16:01:28.066000,16.838,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L03,1739548889.711,2025-02-14 16:01:29.711000,18.483,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L04,1739548896.002,2025-02-14 16:01:36.002000,24.774,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L05,1739548900.847,2025-02-14 16:01:40.847000,29.619,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L06,1739548901.95,2025-02-14 16:01:41.950000,29.265,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L07,1739548906.151,2025-02-14 16:01:46.151000,0.0,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L05,1739548910.435,2025-02-14 16:01:50.435000,4.284,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L07,1739548910.441,2025-02-14 16:01:50.441000,28.362,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L06,1739548911.39,2025-02-14 16:01:51.390000,5.239,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L01,1739548912.444,2025-02-14 16:01:52.444000,28.227,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L02,1739548916.075,2025-02-14 16:01:56.075000,28.009,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L03,1739548917.668,2025-02-14 16:01:57.668000,27.957,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L07,1739548918.544,2025-02-14 16:01:58.544000,12.393,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L01,1739548920.212,2025-02-14 16:02:00.212000,14.061,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L04,1739548923.38,2025-02-14 16:02:03.380000,27.378,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L02,1739548923.751,2025-02-14 16:02:03.751000,17.6,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L03,1739548925.425,2025-02-14 16:02:05.425000,19.274,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L05,1739548927.663,2025-02-14 16:02:07.663000,26.816,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L06,1739548928.638,2025-02-14 16:02:08.638000,26.688,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L04,1739548931.189,2025-02-14 16:02:11.189000,25.038,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L05,1739548935.524,2025-02-14 16:02:15.524000,25.089,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L07,1739548935.994,2025-02-14 16:02:15.994000,25.553,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L06,1739548936.591,2025-02-14 16:02:16.591000,25.201,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L01,1739548937.717,2025-02-14 16:02:17.717000,25.273,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L02,1739548941.116,2025-02-14 16:02:21.116000,25.041,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L03,1739548942.634,2025-02-14 16:02:22.634000,24.966,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L07,1739548944.133,2025-02-14 16:02:24.133000,25.589,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L01,1739548945.862,2025-02-14 16:02:25.862000,25.65,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L04,1739548948.448,2025-02-14 16:02:28.448000,25.068,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L02,1739548949.445,2025-02-14 16:02:29.445000,25.694,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L03,1739548951.154,2025-02-14 16:02:31.154000,25.729,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L05,1739548952.844,2025-02-14 16:02:32.844000,25.181,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L06,1739548953.838,2025-02-14 16:02:33.838000,25.2,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L04,1739548956.916,2025-02-14 16:02:36.916000,25.727,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L05,1739548961.137,2025-02-14 16:02:41.137000,25.613,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L07,1739548961.395,2025-02-14 16:02:41.395000,25.401,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L06,1739548962.162,2025-02-14 16:02:42.162000,25.571,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L01,1739548963.264,2025-02-14 16:02:43.264000,25.547,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L02,1739548966.852,2025-02-14 16:02:46.852000,25.736,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L03,1739548968.442,2025-02-14 16:02:48.442000,25.808,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L07,1739548969.456,2025-02-14 16:02:49.456000,25.323,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L07,1739548969.984,2025-02-14 16:02:49.984000,0.0,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L01,1739548971.145,2025-02-14 16:02:51.145000,25.283,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GR11874,L04,1739548974.385,2025-02-14 16:02:54.385000,25.937,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L02,1739548974.639,2025-02-14 16:02:54.639000,25.194,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L05,1739548975.044,2025-02-14 16:02:55.044000,5.06,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L06,1739548976.123,2025-02-14 16:02:56.123000,6.139,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L03,1739548976.259,2025-02-14 16:02:56.259000,25.105,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GR11874,L05,1739548978.752,2025-02-14 16:02:58.752000,25.908,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GR11874,L06,1739548979.762,2025-02-14 16:02:59.762000,25.924,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L04,1739548981.838,2025-02-14 16:03:01.838000,24.922,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L07,1739548984.394,2025-02-14 16:03:04.394000,14.41,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L05,1739548985.949,2025-02-14 16:03:05.949000,24.812,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L01,1739548986.463,2025-02-14 16:03:06.463000,16.479,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L06,1739548986.963,2025-02-14 16:03:06.963000,24.801,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GR11874,L07,1739548987.995,2025-02-14 16:03:07.995000,26.6,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L02,1739548990.438,2025-02-14 16:03:10.438000,20.454,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GR11874,L01,1739548990.654,2025-02-14 16:03:10.654000,27.39,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L03,1739548992.178,2025-02-14 16:03:12.178000,22.194,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L07,1739548994.111,2025-02-14 16:03:14.111000,24.655,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L01,1739548995.78,2025-02-14 16:03:15.780000,24.635,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L04,1739548998.868,2025-02-14 16:03:18.868000,28.884,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L02,1739548999.234,2025-02-14 16:03:19.234000,24.595,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L03,1739549000.82,2025-02-14 16:03:20.820000,24.561,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L05,1739549003.933,2025-02-14 16:03:23.933000,28.889,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L06,1739549005.066,2025-02-14 16:03:25.066000,28.943,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L04,1739549006.248,2025-02-14 16:03:26.248000,24.41,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L05,1739549010.28,2025-02-14 16:03:30.280000,24.331,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
SC98900,L06,1739549011.287,2025-02-14 16:03:31.287000,24.324,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L07,1739549013.406,2025-02-14 16:03:33.406000,29.012,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,GR11874
GN87210,L01,1739549015.257,2025-02-14 16:03:35.257000,28.794,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L07,1739549018.424,2025-02-14 16:03:38.424000,24.313,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L02,1739549018.584,2025-02-14 16:03:38.584000,28.146,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L03,1739549020.049,2025-02-14 16:03:40.049000,27.871,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L01,1739549020.095,2025-02-14 16:03:40.095000,24.315,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L02,1739549023.613,2025-02-14 16:03:43.613000,24.379,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L03,1739549025.237,2025-02-14 16:03:45.237000,24.417,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L04,1739549025.617,2025-02-14 16:03:45.617000,26.749,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L05,1739549029.859,2025-02-14 16:03:49.859000,25.926,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L04,1739549030.773,2025-02-14 16:03:50.773000,24.525,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L06,1739549030.813,2025-02-14 16:03:50.813000,25.747,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L05,1739549034.881,2025-02-14 16:03:54.881000,24.601,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L06,1739549035.9,2025-02-14 16:03:55.900000,24.613,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L07,1739549038.094,2025-02-14 16:03:58.094000,24.688,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L01,1739549039.904,2025-02-14 16:03:59.904000,24.647,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L07,1739549043.078,2025-02-14 16:04:03.078000,24.654,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L02,1739549043.389,2025-02-14 16:04:03.389000,24.805,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L01,1739549044.746,2025-02-14 16:04:04.746000,24.651,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L03,1739549044.979,2025-02-14 16:04:04.979000,24.93,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L02,1739549048.362,2025-02-14 16:04:08.362000,24.749,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L03,1739549050.182,2025-02-14 16:04:10.182000,24.945,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L04,1739549050.865,2025-02-14 16:04:10.865000,25.248,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L05,1739549055.225,2025-02-14 16:04:15.225000,25.366,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L04,1739549055.855,2025-02-14 16:04:15.855000,25.082,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L06,1739549056.197,2025-02-14 16:04:16.197000,25.384,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L05,1739549059.786,2025-02-14 16:04:19.786000,24.905,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L06,1739549060.743,2025-02-14 16:04:20.743000,24.843,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L07,1739549063.565,2025-02-14 16:04:23.565000,25.471,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L01,1739549065.407,2025-02-14 16:04:25.407000,25.503,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L07,1739549067.526,2025-02-14 16:04:27.526000,24.448,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L02,1739549068.94,2025-02-14 16:04:28.940000,25.551,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L01,1739549069.097,2025-02-14 16:04:29.097000,24.351,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L03,1739549070.487,2025-02-14 16:04:30.487000,25.508,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L02,1739549072.356,2025-02-14 16:04:32.356000,23.994,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L03,1739549073.86,2025-02-14 16:04:33.860000,23.678,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L04,1739549076.276,2025-02-14 16:04:36.276000,25.411,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L04,1739549079.105,2025-02-14 16:04:39.105000,23.25,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L05,1739549080.535,2025-02-14 16:04:40.535000,25.31,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L06,1739549081.485,2025-02-14 16:04:41.485000,25.288,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L05,1739549083.018,2025-02-14 16:04:43.018000,23.232,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L06,1739549083.961,2025-02-14 16:04:43.961000,23.218,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L07,1739549088.594,2025-02-14 16:04:48.594000,25.029,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L01,1739549090.314,2025-02-14 16:04:50.314000,24.907,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L07,1739549090.805,2025-02-14 16:04:50.805000,23.279,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L01,1739549092.397,2025-02-14 16:04:52.397000,23.3,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
FF30660,L07,1739549093.317,2025-02-14 16:04:53.317000,0.0,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
RR01344,L07,1739549093.588,2025-02-14 16:04:53.588000,0.0,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L02,1739549093.632,2025-02-14 16:04:53.632000,24.692,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L03,1739549095.122,2025-02-14 16:04:55.122000,24.635,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
FF30660,L01,1739549095.327,2025-02-14 16:04:55.327000,2.01,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
RR01344,L01,1739549095.588,2025-02-14 16:04:55.588000,2.0,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L02,1739549095.662,2025-02-14 16:04:55.662000,23.306,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L03,1739549097.154,2025-02-14 16:04:57.154000,23.294,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
FF30660,L02,1739549098.996,2025-02-14 16:04:58.996000,5.679,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
RR01344,L02,1739549099.238,2025-02-14 16:04:59.238000,5.65,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
FF30660,L03,1739549100.617,2025-02-14 16:05:00.617000,7.3,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L04,1739549100.787,2025-02-14 16:05:00.787000,24.511,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
RR01344,L03,1739549100.843,2025-02-14 16:05:00.843000,7.255,,,,,,,17:00 - 20:00 Vlaamse Wielerschool,,
SC98900,L04,1739549102.365,2025-02-14 16:05:02.365000,23.26,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,
GN87210,L05,1739549105.0,2025-02-14 16:05:05.000000,24.465,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
GN87210,L06,1739549105.939,2025-02-14 16:05:05.939000,24.454,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L05,1739549106.272,2025-02-14 16:05:06.272000,23.254,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
FF30660,L04,1739549106.314,2025-02-14 16:05:06.314000,12.997,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
RR01344,L04,1739549106.535,2025-02-14 16:05:06.535000,12.947,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
SC98900,L06,1739549107.222,2025-02-14 16:05:07.222000,23.261,,,Tracking,,,,17:00 - 20:00 Vlaamse Wielerschool,,SC98900
